"index","start_point","end_point","time"
"5311","505","b38","[566, 719, 509]"
"5312","505","b40","[48979, 479]"
"5313","511","b38","[507, 477]"
"5314","516","b38","[447, 417, 418, 389, 482, 479, 319, 209, 390]"
"5315","516","b40","[48860, 400, 449, 359, 201, 445, 388, 460, 390]"
"5316","516","502","[119, 270, 120, 93, 150]"
"5317","516","710","[179, 208, 209, 180, 149]"
"5318","516","701","[239, 268, 201, 300, 330, 331, 390, 205]"
"5319","512","701","[209, 389, 180]"
"5320","502","701","[120, 108, 150, 149]"
"5321","710","701","[60, 59, 149, 90, 68]"
"5322","705","701","[60]"
"5323","705","710","[119]"
"5324","705","508","[239, 198]"
"5325","705","514","[299]"
"5326","705","b29","[806]"
"5327","705","b18","[836]"
"5328","705","b12","[1045]"
"5329","705","b3","[1134]"
"5330","705","b39","[1254]"
"5331","701","710","[59, 60, 180, 535, 150, 49, 74]"
"5332","701","508","[179, 180, 415, 221]"
"5333","701","514","[239, 204]"
"5334","701","b29","[746, 597]"
"5335","701","b18","[776]"
"5336","701","b12","[985, 928]"
"5337","701","b3","[1074]"
"5338","701","b39","[1194, 835, 746, 567, 780]"
"5339","710","508","[120, 209, 150, 119, 269, 268, 208, 181, 210]"
"5340","710","514","[180, 209, 179, 328, 268, 269, 150, 218, 210, 144, 241]"
"5341","710","b29","[687, 656]"
"5342","710","b18","[717, 1075, 985, 958, 899, 716]"
"5343","710","b12","[926, 868]"
"5344","710","b3","[1015]"
"5345","710","b39","[1135]"
"5346","501","b12","[866, 971, 912, 538, 808]"
"5347","501","b3","[955]"
"5348","501","b39","[1075, 626, 686]"
"5349","508","b12","[806, 864, 582, 722, 708, 778, 539]"
"5350","508","b3","[895]"
"5351","514","b12","[746, 715, 719]"
"5352","514","b3","[835, 868, 568]"
"5353","b12","b39","[209, 149, 179, 269, 239, 251]"
"5354","b3","b39","[120, 209]"
"5355","548","b45","[566, 655, 839, 577, 570]"
"5356","539","b45","[447, 454, 477, 476, 569, 509, 619, 500, 449, 537, 527, 428, 517, 598, 650]"
"5357","531","b45","[357, 385, 478, 387, 417, 449, 509, 410, 388, 419, 479, 389, 472, 270]"
"5358","544","b45","[507, 547, 604, 718]"
"5359","544","b28","[566]"
"5360","538","b45","[448, 509, 449]"
"5361","538","b28","[507, 569, 598, 1048, 630, 565]"
"5362","714","502","[89, 149, 120, 90]"
"5363","714","510","[149, 179, 268, 208, 209, 180, 210, 150]"
"5364","714","b36","[536]"
"5365","502","b36","[447, 532, 494, 327]"
"5366","324","534","[535, 565, 419]"
"5367","324","538","[565, 868, 927, 808, 867]"
"5368","544","526L","[208]"
"5369","540","526L","[149]"
"5370","536","526L","[89]"
"5371","b7","b30","[193, 119, 120, 202, 201, 667]"
"5372","b7","p5","[371, 268, 341, 149, 210, 269, 260, 12874, 2851]"
"5373","536","535","[59, 209, 119, 78, 60, 195, 89, 149, 180, 68, 527, 648]"
"5374","p5","533","[567, 6963, 6933, 582]"
"5375","b32","533","[507, 536, 417, 489, 419]"
"5376","536","533","[239, 60, 135, 30, 149, 527, 89]"
"5377","536","b6","[1192, 778, 625, 775]"
"5378","535","b35","[596, 507, 628, 539, 450]"
"5379","535","b17","[715, 597, 583, 672, 592, 539, 993, 570, 504]"
"5380","535","b6","[983, 477, 742, 689, 718]"
"5381","533","b6","[953, 840]"
"5382","535","b36","[597, 538, 390]"
"5383","b48","328","[179, 90]"
"5384","326","p5","[6232, 490, 675, 180]"
"5385","326","b10","[6381, 119]"
"5386","515","720B","[149, 329, 180, 190]"
"5387","509","720B","[119, 149, 120, 150, 128]"
"5388","713","504","[89, 120, 119, 179, 329, 90]"
"5389","713","511","[149, 179, 189, 449, 210]"
"5390","713","p5","[595, 655]"
"5391","511","p5","[446, 506, 537, 596, 840]"
"5392","533","b40","[447, 449, 464]"
"5393","b47","b5","[89, 90, 119, 387, 178, 72, 120, 77, 87, 210, 136, 64]"
"5394","p5","b39","[179, 59, 120, 257, 60]"
"5395","p6","b39","[60, 101, 133, 179, 449, 822, 3509]"
"5396","b23","b25","[30, 65]"
"5397","b23","b31","[119, 89]"
"5398","b23","b43","[149, 119, 120]"
"5399","b23","531","[597, 587]"
"5400","b25","531","[567, 506, 634]"
"5401","b6","b27","[119, 64, 90, 149, 178, 1867, 60, 151]"
"5402","b68","b66","[358, 60, 69]"
"5403","b46","b62","[119, 60, 66, 59, 149, 90]"
"5404","325","b49","[358, 192, 208, 328, 149, 193, 119, 113]"
"5405","325","b52","[417, 120, 69, 89, 625]"
"5406","324","b49","[299, 149, 260, 329, 269, 150, 301, 192]"
"5407","324","b52","[358, 179, 119, 90, 107, 180, 120]"
"5408","b6","b49","[150, 90, 596, 656]"
"5409","b6","b52","[209, 6894]"
"5410","b49","b52","[59, 89, 60, 136, 120]"
"5411","b47","b3","[51, 60, 59, 90, 239, 76, 270]"
"5412","p5","b66","[152, 298, 119, 180, 149, 122, 246]"
"5413","p6","b66","[119, 352, 263, 180, 308, 152, 2792, 150]"
"5414","b23","b66","[60]"
"5415","b58","b51","[209, 60, 90, 150, 594]"
"5416","b30","523L","[386]"
"5417","b40","523L","[327, 389]"
"5418","315","b45","[120, 119, 179, 180, 1689]"
"5419","318","b45","[60, 89, 59, 120, 150, 68]"
"5420","b19","p6","[59, 89, 90, 417, 119, 3394, 239, 60, 120, 62, 86, 507, 179, 14554, 80, 5388, 419, 3260, 390, 1168, 1320, 82]"
"5421","b10","b48","[627, 2453, 208, 353, 218, 214, 352, 23234, 5517]"
"5422","b5","p6","[120, 119, 268, 134, 149, 269, 150, 210, 328, 239, 306, 225, 1076, 174, 209, 228, 133]"
"5423","b5","b48","[538, 319, 3414, 240, 149, 150, 439, 14233, 382]"
"5424","b24","328","[566, 536]"
"5425","b7","b73","[238, 140, 200, 259, 180, 149, 209, 335]"
"5426","b68","324","[251, 389, 329]"
"5427","b64","b58","[119]"
"5428","b64","324","[191, 179]"
"5429","b58","324","[72, 148, 89, 60, 209, 150, 210, 269, 120]"
"5430","b7","b57","[208, 222, 509, 120]"
"5431","525L","524L","[59, 60, 66]"
"5432","525L","521L","[119, 89, 60, 120, 270]"
"5433","524L","521L","[60, 90, 53]"
"5434","b66","b71","[90, 149, 89, 30, 270]"
"5435","b66","b28","[268, 59, 60, 330]"
"5436","b66","p5","[357, 119, 120, 328]"
"5437","b71","b28","[178, 149, 210, 90, 458, 89]"
"5438","b70","b28","[89, 149, 121, 90, 179, 73, 60]"
"5439","b41","531","[388, 448, 441, 268, 452, 343]"
"5440","b25","b26","[149, 75, 60, 67]"
"5441","508","b38","[448]"
"5442","508","b58","[567, 3618]"
"5443","515","b38","[388]"
"5444","515","b58","[507, 599]"
"5445","b38","b58","[119]"
"5446","b49","b8","[119, 89, 180]"
"5447","b19","524L","[477, 480]"
"5448","b33","521L","[358, 444]"
"5449","b33","524L","[417]"
"5450","521L","524L","[59, 60, 90]"
"5451","b25","b33","[59, 89, 79, 82, 60]"
"5452","b5","324","[393, 179, 509, 270, 240, 319, 289]"
"5453","327","325","[59, 119, 60, 89, 26, 90, 52, 120, 57, 5, 927]"
"5454","311","b66","[209, 179, 448, 144, 180, 162]"
"5455","311","p5","[328, 327, 298, 658, 626, 357, 286, 213]"
"5456","311","b17","[4977, 209, 508, 210, 448, 450, 239, 20166, 270, 222, 240, 326, 266, 243]"
"5457","311","b6","[5049, 420, 360]"
"5458","b74","b66","[119, 388, 85, 149]"
"5459","b74","b28","[178, 210, 319, 120]"
"5460","b74","b48","[4827]"
"5461","b74","b17","[4887]"
"5462","b74","b6","[4959, 328, 536, 389]"
"5463","b66","b6","[4840, 208]"
"5464","b28","b6","[4781, 264, 300, 226, 90, 329, 270, 305]"
"5465","b48","b6","[132, 169, 120, 209, 551, 282, 89, 180]"
"5466","531","547","[307, 333, 301, 209, 239, 329, 179, 180, 306, 296, 299, 542]"
"5467","546","547","[119, 89, 152, 154, 90, 117, 60, 46]"
"5468","547","538","[209, 120, 180, 119, 150, 240, 281, 187]"
"5469","329","b50","[269, 179, 329]"
"5470","723","b50","[209, 150, 239]"
"5471","b48","b51","[60, 59, 504]"
"5472","b51","b36","[209, 1134, 140, 120, 1363, 149, 119]"
"5473","b51","532","[836, 839, 779]"
"5474","b51","539","[926, 686]"
"5475","b57","532","[776, 498, 611]"
"5476","b57","539","[866, 669, 658, 329]"
"5477","b36","532","[627, 449]"
"5478","b36","539","[717, 594, 479]"
"5479","554","551","[30, 60, 64, 142, 18, 22]"
"5480","554","546","[120, 89, 210]"
"5481","554","330","[717]"
"5482","551","546","[90, 119, 60, 59, 150, 519, 74]"
"5483","551","330","[687]"
"5484","546","330","[597, 657]"
"5485","539","330","[478, 1013, 448, 329, 330]"
"5486","b54","p6","[59, 60, 2950, 2860, 119, 15153, 569, 90, 400, 52]"
"5487","715","720B","[59, 60]"
"5488","715","508","[209, 143, 120, 150, 149, 125, 210]"
"5489","715","512","[269, 210, 209, 270, 180]"
"5490","715","b30","[806]"
"5491","720B","512","[210, 192]"
"5492","720B","b17","[806, 630]"
"5493","508","512","[60, 52, 59, 151, 58, 74, 120, 72, 270, 381]"
"5494","508","b30","[597, 595, 596, 598]"
"5495","508","b17","[656, 632, 715, 628, 658, 687, 749, 651, 540, 990, 780, 2558, 630]"
"5496","512","b17","[596, 388, 599, 628, 719, 508, 328, 558]"
"5497","519","520","[60, 62]"
"5498","519","b22","[557, 537]"
"5499","519","b8","[676]"
"5500","519","322","[855]"
"5501","520","b22","[497]"
"5502","520","322","[795]"
"5503","b22","b8","[119, 123]"
"5504","b11","b17","[162, 120, 150, 205, 196, 136, 119]"
"5505","b11","b26","[209, 14073, 179]"
"5506","b11","b39","[269, 14133]"
"5507","b11","531","[716, 719]"
"5508","b12","b26","[149, 209, 119, 90, 120, 136, 150, 135, 128]"
"5509","b12","531","[656, 597, 658, 688, 589, 586, 749, 628, 599, 518]"
"5510","b39","531","[447, 328, 449, 610, 956, 388, 389, 1411]"
"5511","533","538","[149, 59, 30, 56, 115, 179, 60, 58, 145, 254, 257, 47, 321, 52, 69]"
"5512","533","550","[358, 268, 208, 209, 240]"
"5513","533","553","[447, 357, 329, 270]"
"5514","538","550","[209, 178, 208, 167, 180, 170, 120, 150, 137]"
"5515","543","550","[149, 119, 90, 120, 98, 150, 95]"
"5516","543","553","[238, 180, 116, 107]"
"5517","550","553","[89, 60, 120, 90, 44]"
"5518","544","325","[605, 341, 628, 270, 266]"
"5519","b43","b30","[30, 772, 44, 448, 35]"
"5520","b43","314","[477, 330, 149, 269, 238]"
"5521","b43","317","[566, 150, 89, 120, 170]"
"5522","b30","314","[447, 178]"
"5523","b30","317","[536, 119, 208]"
"5524","318","b39","[136, 76, 249, 120, 179, 119, 89, 240]"
"5525","318","b33","[149, 89, 119, 136, 176, 567, 507, 120, 179, 150, 90]"
"5526","b39","b33","[13, 388, 149, 30, 598, 387, 497, 18]"
"5527","b56","b34","[59, 73]"
"5528","523L","521","[59, 60, 67]"
"5529","523L","b29","[447, 475]"
"5530","521","b39","[358]"
"5531","b39","b29","[30, 60, 327]"
"5532","324","b53","[289, 149, 150, 120, 270]"
"5533","324","b8","[254, 119, 150, 179, 239, 120, 209, 269, 205, 180, 149, 328, 240, 451, 270, 210, 202, 151, 145, 158]"
"5534","554","548","[59, 90]"
"5535","554","532","[268, 208, 299, 239, 448, 330]"
"5536","548","532","[209, 328, 268, 270, 179, 269, 210, 298, 330, 180]"
"5537","b76","b19","[148, 149, 270, 150, 137]"
"5538","525L","b31","[417, 448, 388]"
"5539","521L","b31","[328, 4757]"
"5540","b19","544","[596, 1919, 657, 949, 600, 608]"
"5541","b33","544","[537, 419, 543, 596, 1009, 389, 540]"
"5542","b4","b40","[328, 1110, 270, 120, 329, 150]"
"5543","b7","b40","[239, 209, 269, 264, 262, 260, 179, 15512, 218]"
"5544","506","508","[60, 74, 30, 88, 179, 119, 89, 419, 180, 210, 76, 14]"
"5545","b4","b31","[119, 268, 90]"
"5546","b4","531","[524, 808, 595, 11748]"
"5547","b4","538","[596, 1095, 1113, 660]"
"5548","326","b7","[268, 149, 384, 403, 180, 179, 932]"
"5549","b60","b50","[29, 60, 38]"
"5550","b26","b62","[120]"
"5551","b40","525L","[364, 406]"
"5552","535","b71","[596, 662]"
"5553","b66","b39","[119, 3629]"
"5554","b28","b39","[59, 60, 1257, 450]"
"5555","b5","b13","[60, 121]"
"5556","b13","b45","[268, 269, 210]"
"5557","b13","535","[842]"
"5558","b13","b40","[1259, 220, 207]"
"5559","b13","b48","[1319]"
"5560","b4","535","[693, 522, 689]"
"5561","b45","535","[574, 446, 538, 569, 419, 478, 388, 549]"
"5562","b45","b40","[991, 135, 89, 959, 43]"
"5563","b45","b48","[1051, 1019]"
"5564","535","b48","[477, 719, 4094, 420]"
"5565","b3","323","[119, 210]"
"5566","b37","521R","[401]"
"5567","b37","b47","[878, 90, 1303]"
"5568","521R","b47","[477]"
"5569","501","510","[179, 119, 477, 120, 73, 209, 149, 122, 150, 202, 154, 90, 240, 128, 116, 60, 265, 299, 74]"
"5570","501","330","[507, 447, 1164]"
"5571","510","330","[328, 401, 1010]"
"5572","b46","b60","[60, 59, 63, 44]"
"5573","b46","327","[119]"
"5574","b60","327","[59, 89, 60]"
"5575","324","p6","[268, 447, 327, 208, 272, 213, 328, 358, 395, 349, 309, 329, 299, 120, 210, 179, 314, 396, 317, 150, 265]"
"5576","526","b19","[477]"
"5577","b49","b36","[149, 146, 196, 119]"
"5578","525L","534","[119]"
"5579","525L","536","[208]"
"5580","521L","523L","[60, 68, 5087]"
"5581","526","b31","[447]"
"5582","526","b1","[745]"
"5583","526","b30","[834]"
"5584","318","b2","[298, 227, 238, 269, 249, 398, 180, 449, 210, 270, 240]"
"5585","p5","536","[536, 2705, 794, 16229, 429]"
"5586","p5","540","[596, 2634, 480, 604]"
"5587","b66","b33","[232]"
"5588","b66","509","[768, 538]"
"5589","b33","509","[536, 477, 532, 1084, 594, 510, 479, 366, 449, 808, 299, 417, 544]"
"5590","724","325","[89, 119, 149, 299, 120, 90, 715, 84, 128]"
"5591","724","b25","[357]"
"5592","325","b25","[268, 330]"
"5593","325","b59","[328, 387, 149, 89, 128, 198, 119, 148, 120]"
"5594","b59","p5","[89, 60, 48, 65, 59, 73]"
"5595","512","p5","[480, 509, 596, 1472, 620]"
"5596","b55","p5","[59, 119, 60, 90, 89, 150]"
"5597","539","543","[119, 52, 90, 60, 30, 89, 150, 59, 149, 1492, 120, 270, 31, 295, 179]"
"5598","b35","b67","[90]"
"5599","b35","b77","[149, 180, 448]"
"5600","b47","b20","[59, 71, 60, 2319]"
"5601","313","b6","[387, 327, 388, 329, 355, 437, 385, 1635]"
"5602","b77","b66","[60, 389, 82, 89]"
"5603","b77","b6","[268, 238, 179]"
"5604","b67","b8","[209, 269, 149]"
"5605","b67","b12","[268, 269, 328, 19674]"
"5606","b67","b2","[328, 119, 120, 4324, 205, 86, 89]"
"5607","b67","b48","[5185]"
"5608","b8","b48","[4976, 5734, 269, 335]"
"5609","b12","b48","[4917, 180, 2390]"
"5610","b59","b46","[60, 119, 43, 52]"
"5611","b59","b6","[149, 239]"
"5612","b59","323","[273, 328]"
"5613","b59","321","[357]"
"5614","b59","b5","[655, 176]"
"5615","b46","321","[297, 330]"
"5616","b46","b5","[595, 59, 120, 60, 62, 124]"
"5617","321","b8","[119, 149, 143, 90, 179, 89, 120, 150, 172, 330, 320, 92]"
"5618","b11","b8","[59, 60]"
"5619","b31","b44","[60, 479, 59, 41, 44]"
"5620","b28","317","[179, 269, 150]"
"5621","p4","b48","[268, 179]"
"5622","p4","b60","[327, 238]"
"5623","b48","b60","[59, 60]"
"5624","312","b73","[119, 89, 120, 110]"
"5625","b62","b50","[60, 120, 141]"
"5626","536","b32","[536, 537, 568, 866, 840, 450, 4170]"
"5627","b30","539","[566, 596, 570, 961, 508, 717, 448, 517, 463, 509, 569, 2975, 480]"
"5628","b30","545","[656, 1767, 633, 657, 599, 778]"
"5629","539","545","[90, 149, 89, 120, 210, 100, 150, 78, 119, 449, 269, 70, 326, 68]"
"5630","b30","535","[476, 838, 450, 484]"
"5631","539","541","[59, 111, 149, 209, 300, 270, 60, 510, 93, 30, 90, 120, 541, 76]"
"5632","541","532","[119, 209, 89, 388, 60, 120, 478, 450, 108, 90, 150, 76]"
"5633","b5","b25","[149, 172, 60, 59, 169, 180, 2868]"
"5634","b5","b47","[208, 150, 653]"
"5635","b5","b50","[281, 179, 149, 751]"
"5636","b5","b32","[327, 655, 3342, 1712]"
"5637","b25","b32","[178]"
"5638","b25","511","[594, 538]"
"5639","b47","b32","[119, 179]"
"5640","b50","b32","[46, 60, 90, 1367]"
"5641","b50","511","[462]"
"5642","b32","511","[416, 507]"
"5643","b48","b8","[119, 209, 214, 149, 215, 179]"
"5644","323","b30","[477]"
"5645","323","b52","[1083]"
"5646","323","325","[1202, 210]"
"5647","b12","b66","[149, 786]"
"5648","b12","b30","[417, 179, 149, 503, 180, 150, 221, 269, 1198]"
"5649","b12","b52","[1023, 179]"
"5650","b12","325","[1142, 388, 179]"
"5651","b66","b30","[268, 328, 67]"
"5652","b66","b52","[874, 358]"
"5653","b66","325","[993]"
"5654","b30","b52","[606]"
"5655","b30","325","[725]"
"5656","b52","325","[119, 121]"
"5657","325","b2","[268, 239, 298, 209, 210, 329, 15399, 150, 300, 240, 253, 330, 600, 211]"
"5658","325","b18","[328, 312, 570]"
"5659","325","p6","[387, 149, 417, 371, 401, 120, 4896, 577]"
"5660","324","b26","[238, 208, 299, 209, 269, 329, 210]"
"5661","324","p5","[417, 387, 596, 268, 2268, 2346, 178, 465, 209, 120, 149, 269, 179, 119, 448, 538, 137, 577, 633, 1924, 150, 360, 210, 389, 311, 239, 184, 599, 390, 180, 30873, 468]"
"5662","510","507","[72, 120, 60, 59, 328, 261, 90, 49, 40, 30, 82]"
"5663","b43","b31","[30, 418]"
"5664","b38","b52","[90, 656, 60]"
"5665","b67","b27","[120, 90]"
"5666","b19","b27","[30, 44, 323, 60, 1688, 2300, 59, 66, 3064]"
"5667","b47","b38","[150, 187, 209]"
"5668","b47","514","[656]"
"5669","b56","b38","[90]"
"5670","b56","514","[596, 509]"
"5671","b10","516","[596, 618, 491, 570]"
"5672","b45","516","[387, 447, 924, 442, 840, 330, 493, 452, 389, 569]"
"5673","513","509","[60, 179, 238, 120, 90, 119, 46, 59, 180, 150, 185, 89, 30, 407, 188, 98, 103]"
"5674","513","b40","[685, 448, 538, 210, 465, 449]"
"5675","328","b68","[179, 270]"
"5676","328","b77","[238, 721, 268, 329, 209]"
"5677","b50","b25","[59, 4991, 109]"
"5678","b50","b68","[119, 150]"
"5679","b50","b77","[178]"
"5680","b58","b54","[89]"
"5681","b58","b27","[1163, 90, 3861, 82, 79]"
"5682","b58","b17","[1193, 120, 104, 82, 89]"
"5683","b54","p5","[119, 556, 2980, 2890, 60, 83, 1256, 68, 120, 59, 89, 30]"
"5684","b54","b27","[1074, 541, 90, 60]"
"5685","b46","b7","[89, 19467, 90, 209, 85]"
"5686","b12","b54","[208]"
"5687","b12","b32","[268, 2186, 4519]"
"5688","b8","b47","[89, 107, 120, 1475, 5156]"
"5689","b8","b54","[148, 268, 1298, 1309]"
"5690","b8","b32","[208]"
"5691","b47","b54","[59, 120, 60]"
"5692","b54","b32","[60, 46447, 59, 90]"
"5693","b32","b29","[89, 329, 90]"
"5694","b32","b15","[149, 90, 208]"
"5695","b29","b15","[60, 59, 329, 727, 118, 90, 119, 89, 86, 410]"
"5696","b1","b51","[268, 90, 60]"
"5697","b2","b51","[89, 101, 300]"
"5698","b56","b52","[60, 30, 59, 71, 120, 223]"
"5699","514","515","[149, 60, 268, 179, 30, 328, 59, 209, 119, 120, 150, 107, 210, 90]"
"5700","b12","p6","[178, 209, 1390, 239, 148, 151, 196, 329, 180, 179, 568, 269, 210, 233, 217, 270, 268]"
"5701","b12","539","[2693, 706, 696]"
"5702","b12","549","[2812, 796]"
"5703","b12","550","[2842, 838]"
"5704","b17","b32","[2097, 60, 636, 10450, 3192, 436, 1653, 807, 149]"
"5705","b17","549","[2723]"
"5706","b17","550","[2753, 719, 3036, 716, 1367]"
"5707","p6","b32","[2008, 387, 5676, 78, 545, 3132, 90, 43897, 88, 102, 8575, 224, 4045, 4015, 448, 26419, 327, 127, 4591, 1640, 1307, 684]"
"5708","p6","532","[2455, 477, 479, 6287]"
"5709","p6","539","[2515, 2931, 534]"
"5710","p6","549","[2634, 3495]"
"5711","p6","550","[2664, 966, 899]"
"5712","p5","549","[2574, 685, 728, 718]"
"5713","p5","550","[2604, 715, 659]"
"5714","b32","532","[447, 625, 382, 389, 449]"
"5715","b32","539","[507, 549, 658, 2604, 449, 509, 660]"
"5716","b32","549","[626]"
"5717","b32","550","[656, 698, 625]"
"5718","548","541","[210, 129, 119, 149, 269, 120, 150, 330, 180, 89, 363]"
"5719","548","537","[290, 209, 239, 240, 179, 265]"
"5720","545","537","[179, 130, 116, 210, 230, 180, 1826, 1766, 135, 150, 149, 209, 184, 240, 90, 235, 107]"
"5721","541","b43","[743, 477, 598, 628, 646, 508, 479]"
"5722","537","b43","[663, 447, 406]"
"5723","537","b28","[723, 538, 509, 567, 720]"
"5724","b6","516","[536, 557]"
"5725","b6","509","[596, 1251, 1310, 566, 685, 688, 616, 598, 617, 628, 567]"
"5726","b19","516","[476, 2401, 433, 268, 448, 612, 467, 492, 510]"
"5727","724","540","[477, 523]"
"5728","724","545","[656, 598]"
"5729","724","542","[715, 538, 402]"
"5730","724","532","[805]"
"5731","540","542","[238, 60, 90, 239, 328, 119, 524]"
"5732","540","532","[328, 119, 209, 149, 137, 89, 90, 68]"
"5733","b43","b8","[149, 209, 269, 236, 260, 270, 198]"
"5734","316","b38","[90, 91]"
"5735","316","b8","[2242, 388, 269, 329, 3475]"
"5736","316","b12","[2301, 419, 449, 252]"
"5737","b38","b8","[2152, 2835]"
"5738","b38","b12","[2211, 209]"
"5739","b37","318","[85, 246, 178, 82, 120, 90, 89]"
"5740","314","b5","[334, 417, 239, 416, 268, 329, 269, 337, 389, 312, 388, 299, 658, 1440]"
"5741","b2","b5","[149, 209, 73, 60, 72, 120, 198, 179, 69, 180, 68, 90]"
"5742","b32","b48","[1005, 60, 36, 52]"
"5743","318","b8","[298, 251, 311, 388, 981, 239, 328, 330, 389]"
"5744","b52","324","[139, 180, 120]"
"5745","b46","534","[805, 897, 731]"
"5746","b46","539","[865, 654]"
"5747","b46","547","[1074, 1137, 718]"
"5748","534","547","[269, 332, 149, 289, 300, 120, 210, 151, 193, 531]"
"5749","539","547","[209, 272, 119, 150, 107, 120, 90, 363, 133, 1081]"
"5750","311","b75","[120, 90, 89]"
"5751","b46","b30","[133, 360, 90, 72]"
"5752","b46","b43","[183, 191, 209, 149]"
"5753","b30","b43","[50, 2091, 31, 60, 1597]"
"5754","b56","b16","[148]"
"5755","b49","b16","[89]"
"5756","b78","b76","[59, 90]"
"5757","b78","b73","[208, 119, 60, 1564, 478, 90, 179, 4803, 3820]"
"5758","b76","b73","[149, 60, 141, 150]"
"5759","b49","b50","[60, 120, 658]"
"5760","b56","326","[89, 54, 112]"
"5761","b53","b48","[90, 120, 89, 60, 4039]"
"5762","548","533","[239, 208, 268, 334, 209, 180, 149, 240, 179, 165, 169]"
"5763","b41","b28","[60, 63, 419, 90, 1588]"
"5764","327","724","[119, 120, 276, 156]"
"5765","327","526","[536]"
"5766","724","526","[417]"
"5767","523L","328","[387, 506]"
